adresse,lat,lon
"14 Av. De Libourne, 33870 Vayres, France",44.88248,-0.3014
"Golf De Cameyrac, 25 All. Des Palombières, 33450 Saint-Sulpice-Et-Cameyrac, France",44.7898,-0.8174
"8 Lot. Marty, 33750 Beychac-Et-Caillau, France",44.7476,-1.004
"148 Av. Du Général De Gaulle, 33450 Izon, France",44.7954,-0.8232
"4 Impasse Champeau, Chem. Du Biarnes, 33750 Saint-Quentin-De-Baron, France",44.74784,-1.0006
"10 Rue Charles Dopter, 33670 Créon, France",44.85096,-0.1065
"21 Rue Amaury De Craon, 33670 Créon, France",44.84904,-0.1057
"45 Pl. De La Prévoté, 33670 Créon, France",44.84808,-0.1113
"5 Rue Charles Dopter, 33670 Créon, France",44.85368,-0.1107
"13 Av. De La Libération Charles De Gaulle, 33110 Le Bouscat, France",44.52944,-0.5055
"3 Rue Bersot Bp 20027, 17700 Surgères, France",,
"22 Pl. De L'Europe, 17700 Surgères, France",45.922,-0.5495
"7 Rue Bersot, 17700 Surgères, France",45.92328,-0.5478
"Pl. De L'Europe, 17700 Surgères, France",45.92392,-0.5491
"3 Rue Gambetta, 17700 Surgères, France",45.92288,-0.5536
"98 Rue Audry De Puyravault, 17700 Surgères, France",45.9208,-0.5485
"65 Rue Audry De Puyravault, 17700 Surgères, France",45.91968,-0.5476
"103 Rue Des Brandes, 17700 Saint-Georges-Du-Bois, France",45.92192,-0.5481
"17 Rue Gambetta, 17230 Marans, France",45.8496,-0.954
"2 Rue Des Prés Clous, 17540 Le Gué-D'Alleré, France",45.9516,-0.7501
"111 Bis Rue Maréchal Foch, 65000 Tarbes, France",43.23042,0.0668
"37 Rue Louis Blériot, 65600 Séméac, France",43.13534,0.0875
"21 Pl. Marcadieu, 65000 Tarbes, France",43.23074,0.0691
"6Bis Av. De La Marne, 65000 Tarbes, France",43.23426,0.0689
"27 Pl. Marcadieu, 65000 Tarbes, France",43.23234,0.0641
"12 Rue Georges Lassalle, 65000 Tarbes, France",43.23338,0.0649
"28 Rue Brauhauban, 65000 Tarbes, France",43.23282,0.0638
"Arthurimmo. Com Tarbes, 24 Pl. Du Marché Brauhauban, 65000 Tarbes, France",43.23482,0.0654
"14 Rue Achille Jubinal, 65000 Tarbes, France",43.2321,0.0702
"Vitrine 2, 91 Bd Besson Bey, 16000 Angoulême, France",45.65264,0.1705
"99 Rue De Saintes, 16000 Angoulême, France",45.65048,0.1643
"108 Rue De Saintes, 16000 Angoulême, France",45.64848,0.1689
"42 Bd De Bretagne, 16000 Angoulême, France",45.6528,0.1702
"7 Av. Du Général De Gaulle, 16000 Angoulême, France",45.64936,0.1636
"21 Av. Des Maréchaux, 16000 Angoulême, France",45.64912,0.1684
"91 Bd Besson Bey, 16000 Angoulême, France",45.652,0.1636
"18 Rue Saint-André, 16000 Angoulême, France",45.64968,0.1675
"239 Rue Des Hauts Fourneaux, 40210 Labouheyre, France",43.96866,-0.7807
"120 Rue De La Coopérative, 40210 Labouheyre, France",43.96882,-0.7821
"111 Rue François Albor, 40210 Labouheyre, France",43.96338,-0.7795
"120 Av. Georges Clemenceau, 40600 Biscarrosse, France",43.98974,-0.8368
"124 Av. Georges Clemenceau, 40600 Biscarrosse, France",43.99318,-0.8423
"591 Rte De Mont De Marsan, 40410 Pissos, France",43.9473,-0.8183
"Arjuzanx, 2 Rte D’Arengosse, 40110 Morcenx-La-Nouvelle, France",44.0229,-0.7693
"189 Ter Av. Maréchal Foch, 40160 Parentis-En-Born, France",44.01496,-0.8445
"258 Av. Maréchal Foch, 40160 Parentis-En-Born, France",44.01272,-0.839
"86 Av. Du 8 Mai 1945, 40160 Parentis-En-Born, France",44.01592,-0.8392
"131 Av. Alphonse Daudet, 40600 Biscarrosse, France",43.99382,-0.8437
"291 Rue Des Oeillets, 40160 Parentis-En-Born, France",44.01248,-0.8441
"91 Chem. De Pechic, 40160 Parentis-En-Born, France",44.01672,-0.8389
"520 Chemin D'Esleys, 40160 Parentis-En-Born, France",44.01216,-0.8437
"4 Av. De La Gare, 40200 Mimizan, France",43.8725,-0.8201
"142 Av. Georges Clemenceau, 40600 Biscarrosse, France",43.99006,-0.8404
"212 Av. Alphonse Daudet, 40600 Biscarrosse, France",43.9927,-0.8404
"214 Rue Jules Ferry, 40600 Biscarrosse, France",43.99494,-0.8364
"29 Pl. De L'Église, 40410 Pissos, France",43.9509,-0.8226
"4 Rue Des Plages, 29350 Moëlan-Sur-Mer, France",48.23162,-4.283
"21 Pl. De L'Église, 29350 Moëlan-Sur-Mer, France",48.23338,-4.2831
"3 Rue Des Écoles, 29350 Moëlan-Sur-Mer, France",48.2321,-4.2841
"39 Rte De St Maudet, 29360 Clohars-Carnoët, France",48.28202,-4.3294
"1 Rue Des Gentilshommes, 29340 Riec-Sur-Bélon, France",48.371,-4.2932
"14 Rue De Quimperlé, 29360 Clohars-Carnoët, France",48.28458,-4.3365
"17 Rue De La Forge, Kerviglouse, 29360 Clohars-Carnoët, France",48.28378,-4.3383
"82 Rue Jules Ferry, 40600 Biscarrosse, France",43.99126,-0.8427
"286 Av. Du 14 Juillet, 40600 Biscarrosse, France",43.99742,-0.8436
"130 Av. Du Maréchal Lyautey, 40600 Biscarrosse, France",43.99182,-0.8402
"14 Rue De L'Aéropostale, 40160 Parentis-En-Born, France",44.01288,-0.8384
"63 Av. Georges Clemenceau, 40600 Biscarrosse, France",43.9967,-0.8361
"37 Pl. Marsan, 40600 Biscarrosse, France",43.99094,-0.8388
"77 Av. Charles Derennes, 40600 Biscarrosse, France",43.99134,-0.8401
"400 Place De La Mairie, 40460 Sanguinet, France",43.99414,-0.7806
"126 Rue Des Sables, 40160 Parentis-En-Born, France",44.01648,-0.8428
"4 Pl. D'Astarac, 32300 Mirande, France",43.72022,0.5137
"14 Pl. D'Astarac, 32300 Mirande, France",43.71742,0.5151
"6 Rue De Rohan, 32300 Mirande, France",43.71734,0.513
"21 Rue Général De Gaulle, 32140 Masseube, France",43.83658,0.3857
"2 Av. De L'Yser, 32000 Auch, France",43.648,0.579
"24 Rue Saint Sauveur, 32350 Barran, France",43.71878,0.5209
"55 Rue De Lorraine, 32000 Auch, France",43.65048,0.5783
"25 Av. De L'Yser, 32000 Auch, France",43.64728,0.5882
"62 N21, 32170 Laas, France",43.83322,0.3793
"14 Pl. Villaret Joyeuse, 32000 Auch, France",43.64784,0.5851
"7 Pl. Du 11 Nov, 32160 Plaisance, France",43.83002,0.3793
"21 Av. Henri Barbusse, 92700 Colombes, France",,
"2 Pl. Du Général Leclerc, 92700 Colombes, France",,
"6 Rue Gabriel Péri, 92700 Colombes, France",,
"62 Rue Felix Faure, 92700 Colombes, France",,
"14 Av. Henri Barbusse, 92700 Colombes, France",,
"1 Rue Felix Faure, 92700 Colombes, France",,
"28 Rue Des Vallées, 92700 Colombes, France",,
"87 Rue Du Bournard, 92700 Colombes, France",,
"91 Av. Marceau, 92400 Courbevoie, France",,
"6 Pl. Du Général Leclerc, 92700 Colombes, France",,
"1 Rue André Et Marie Louise Roure, 92270 Bois-Colombes, France",,
"Rue Du Général Leclerc, 92270 Bois-Colombes, France",,
"19 Rue Mertens, 92270 Bois-Colombes, France",,
"1 Rue Du Débarcadère, 92700 Colombes, France",,
"27 Rue Felix Faure, 92700 Colombes, France",,
"12 Pl. De La République, 92270 Bois-Colombes, France",,
"25 Rue D'Estienne D'Orves, 92270 Bois-Colombes, France",,
"2 Rue De Royan, 17640 Vaux-Sur-Mer, France",45.9195,-1.2453
"25 Av. De Verdun, 17640 Vaux-Sur-Mer, France",45.9151,-1.2466
"4 Av. Malakoff, 17640 Vaux-Sur-Mer, France",45.91918,-1.2488
"2 Rue Du Bocage, 17420 Saint-Palais-Sur-Mer, France",45.7812,-1.178
"Résidence Parc De Pontaillac, 82 Av. Pasteur, 17640 Vaux-Sur-Mer, France",45.91654,-1.2534
"Rue Des Amaryllis, 17640 Vaux-Sur-Mer, France",45.9139,-1.2488
"2 Av. De Pontaillac, 17420 Saint-Palais-Sur-Mer, France",45.77728,-1.1768
"67 Rte Du Front De Mer, 17200 Royan, France",45.74984,-1.1282
"160 Gd Rue Saint-Michel, 31400 Toulouse, France",43.56662,1.4318
"13 Gd Rue Nazareth, 31000 Toulouse, France",43.60742,1.4431
"6 Rue Du Languedoc, 31000 Toulouse, France",43.60238,1.4484
"20 Rue De Puymaurin, 31400 Toulouse, France",43.5647,1.4307
"7 Bd Lazare Carnot, 31000 Toulouse, France",43.60654,1.4425
"2 Bd Delacourtie, 31400 Toulouse, France",43.56886,1.4331
"19 Rue Alfred Dumeril, 31400 Toulouse, France",43.5687,1.438
"5Bis Av. De L'U.R.S.S., 31400 Toulouse, France",43.56454,1.433
"38 Quai De Tounis, 31000 Toulouse, France",43.6067,1.4441
"31 Rue Pharaon, 31000 Toulouse, France",43.6075,1.4481
"45 Rue De Metz, 31000 Toulouse, France",43.60198,1.4403
"5 Rue De La Charité, 31000 Toulouse, France",43.60334,1.444
"37 Rue De Metz, 31000 Toulouse, France",43.60166,1.4475
"41 Gd Rue Saint-Michel, 31400 Toulouse, France",43.56806,1.437
"3 Rue Colonel Pointurier, 31000 Toulouse, France",43.60542,1.441
"20 Rue Théodore Ozenne, 31000 Toulouse, France",43.60174,1.4445
"Pl. De La Mairie, 31380 Montastruc-La-Conseillère, France",43.66712,1.5388
"Place Sant Père Pescador, 31380 Montastruc-La-Conseillère, France",43.66416,1.5343
"1 Pl. De La Mairie, 31380 Montastruc-La-Conseillère, France",43.66376,1.5362
"28 Rue Almendralejo, 31380 Montastruc-La-Conseillère, France",43.66256,1.5399
"All. De La Bourdette, 31380 Montastruc-La-Conseillère, France",43.66352,1.5361
"52 Av. De Castelnau, 31380 Montastruc-La-Conseillère, France",43.66896,1.5417
"Rte De Roqueserière, 31380 Gémil, France",43.66768,1.5352
"1340 Rte De Lavaur, 31380 Montastruc-La-Conseillère, France",43.6656,1.5335
"2093, Route D'Albi Centre Commercial Le Relais De La Conseillère, 31380 Montastruc-La-Conseillère, France",43.66544,1.5337
"10 Allée Du Souleilha, La, Av. De La Valade, 31380 Montastruc-La-Conseillère, France",43.66872,1.5396
"416 Chem. Des Joncs, 31660 Buzet-Sur-Tarn, France",43.52384,1.5994
"Centre Commercial Du, Cami Del Buc, 31380 Garidech, France",43.6688,1.5368
"25 Rue Antonin Georges Belin, 95100 Argenteuil, France",,
"90 Av. Gabriel Péri, 95100 Argenteuil, France",,
"42 Rue Alfred Labriere, 95100 Argenteuil, France",,
"3 Rue Paul Vaillant Couturier, 95100 Argenteuil, France",,
"22 Bd Jean Allemane 1Er Étage, 95100 Argenteuil, France",,
"59 Rue Paul Vaillant Couturier, 95100 Argenteuil, France",,
"119 Av. De Stalingrad, 95100 Argenteuil, France",,
"67 Av. Gabriel Péri, 95100 Argenteuil, France",,
"4 Bd Vercingétorix, 95100 Argenteuil, France",,
"68 Av. Du Maréchal Joffre, 95100 Argenteuil, France",,
"171 Av. Louis Barthou, 33200 Bordeaux, France",44.84992,-0.6044
"187 Av. Du Maréchal De Lattre De Tassigny, 33200 Bordeaux, France",44.84832,-0.6022
"Rue Pasteur, 33200 Bordeaux, France",44.85152,-0.6018
"1 Rue De L'Église, 33200 Bordeaux, France",44.85272,-0.6028
"53 Av. Louis Barthou, 33200 Bordeaux, France",44.84968,-0.6022
"25 Rue Deveaux, 33200 Bordeaux, France",44.85048,-0.601
"3 Av. Du Général Leclerc, 33200 Bordeaux, France",44.85336,-0.6016
"103 Av. Louis Barthou, 33200 Bordeaux, France",44.85024,-0.602
"63 Av. De La Libération Charles De Gaulle, 33110 Le Bouscat, France",44.53168,-0.5052
"Rue Gabriel Leglise, 33200 Bordeaux, France",44.85144,-0.6028
"23 Rue Voltaire, 29100 Douarnenez, France",48.39856,-4.604
"20 Rue Jean Bart, 29100 Douarnenez, France",48.40384,-4.6049
"Treboul, 29100 Douarnenez, France",48.4024,-4.5975
"22 Rue Duguay Trouin, 29100 Douarnenez, France",48.3996,-4.6021
"7 Quai Jean Moulin, 29150 Châteaulin, France",48.34792,-4.5546
"4 Rue René Madec, 29000 Quimper, France",48.38514,-4.4789
"28 Quai Charles De Gaulle, 29150 Châteaulin, France",48.35112,-4.5474
"2 Rue De La Tourelle, 29000 Quimper, France",48.3813,-4.4871
"49 Av. De La Gare, 29000 Quimper, France",48.38418,-4.4835
"18 Pl. Alexandre Massé, 29000 Quimper, France",48.38106,-4.488
"22 Rue Du Chapeau Rouge, 29000 Quimper, France",48.38658,-4.4819
"1 Rue Du Palais, 29000 Quimper, France",48.38378,-4.4802
"5 Pl. Jean Falquerho, 56270 Ploemeur, France",47.90152,-3.1526
"7 Rue Saint-Bieuzy, 56270 Ploemeur, France",47.8988,-3.1464
"Mail Republique, 56270 Ploemeur, France",47.89792,-3.1543
"22 Pl. De L'Église, 56270 Ploemeur, France",47.9016,-3.1524
"25 Pl. De L'Église, 56270 Ploemeur, France",47.90088,-3.1458
"52 Rue Ratier, 56100 Lorient, France",47.7135,-3.3712
"31 Rue De Raime, 56270 Ploemeur, France",47.89712,-3.148
"113 Bd Léon Blum, 56100 Lorient, France",47.71982,-3.3691
"197 Rue Jean Jaurès, 56600 Lanester, France",47.68434,-3.0985
"11 Rue François Mauriac, 56600 Lanester, France",47.6825,-3.1046
"25 Av. Jean Jaurès, 33600 Pessac, France",44.87904,-0.1251
"21 Rue André Pujol, 33600 Pessac, France",44.88,-0.1348
"34 Av. Pasteur, 33600 Pessac, France",44.88192,-0.127
"10 Av. Jean Jaurès, 33600 Pessac, France",44.8784,-0.1281
"20 Av. Pasteur, 33600 Pessac, France",44.88064,-0.1258
"13 Av. Pasteur, 33600 Pessac, France",44.88136,-0.1322
"23 Av. Jean Jaurès, 33600 Pessac, France",44.87776,-0.1302
"59 Av. Pasteur, 33600 Pessac, France",44.88224,-0.1319
"21A Av. Jean Jaurès, 33600 Pessac, France",44.88336,-0.1333
"4 Rue André Pujol, 33600 Pessac, France",44.87888,-0.1341
"1 Rue Du Maréchal Foch, 78250 Meulan-En-Yvelines, France",,
"1 Pl. Du Vexin, 78250 Meulan-En-Yvelines, France",,
"53 Rue Du Maréchal Foch, 78250 Meulan-En-Yvelines, France",,
"14 Bd Carnot, 78250 Hardricourt, France",,
"25 Rue Georges Clemenceau, 78250 Meulan-En-Yvelines, France",,
"5 Chem. De La Pierre À Poisson, 78250 Meulan-En-Yvelines, France",,
"87 Rue Paul Doumer, 78130 Les Mureaux, France",,
"2 Rue Georges Clemenceau, 78250 Meulan-En-Yvelines, France",,
"6 Pl. Brigitte Gros, 78250 Meulan-En-Yvelines, France",,
"4 Quai Albert Joly, 78250 Meulan-En-Yvelines, France",,
"7 Rue Du Gouverneur Général Cournarie Rue Du, 24120 Terrasson-Lavilledieu, France",45.07792,0.7127
"4 Rue Du Quatre Septembre, 24290 Montignac-Lascaux, France",44.67354,0.4914
"3 Rue Aristide Briand, 24120 Terrasson-Lavilledieu, France",45.08152,0.7098
"Av. Charles De Gaulle, 24120 Terrasson-Lavilledieu, France",45.07808,0.7138
"29 Av. Jean Jaurès, 24120 Terrasson-Lavilledieu, France",45.08296,0.7104
"31 Rue Du Quatre Septembre, 24290 Montignac-Lascaux, France",44.6733,0.5002
"36 Rue De Vassiac, 17270 Montguyon, France",45.80574,-0.9616
"4 Le Rioux, 17210 Orignolles, France",45.81086,-0.9609
"2 La Maison Du Loup, 33230 Lagorce, France",44.82172,-0.4531
"2 Rue Victor Hugo, 17360 Saint-Aigulin, France",45.45384,-0.5545
"7 Rue De Belfort, 33230 Saint-Médard-De-Guizières, France",44.81812,-0.4626
"35 Pl. Ernest Barraud, 33230 Coutras, France",44.82084,-0.4595
"9 Rue Valmy, 33230 Coutras, France",44.8194,-0.4569
"232 Rue Pierre Brossolette, 33230 Coutras, France",44.82292,-0.4586
"33 Rue De La République, 33660 Saint-Seurin-Sur-L'Isle, France",44.84784,-0.1078
"59Bis Grand' Rue, 85430 Aubigny, France",46.61774,-1.5217
"68 Rue Savary De L'Epineraye, 85000 La Roche-Sur-Yon, France",46.66734,-1.4326
"1 Rue Des Halles, 85000 La Roche-Sur-Yon, France",46.6667,-1.4357
"14 Pl. De La Vendée, 85000 La Roche-Sur-Yon, France",46.66326,-1.4293
"14 Bis Rue De Boulogne 85430 Aubigny Les Clouzeaux Aubigny, 85430 Aubigny-Les Clouzeaux, France",46.61798,-1.5151
"10 Rue Du Champ Buchet, 85430 Aubigny, France",46.61646,-1.5188
"5 Pass. Du Château 85069, 85430 Aubigny-Les Clouzeaux, France",,
"15 Rue Benjamin Franklin, 85000 La Roche-Sur-Yon, France",46.66486,-1.4319
"15 Av. Gambetta, 85000 La Roche-Sur-Yon, France",46.66862,-1.4299
"18 Imp. Pierre Benoît, 85000 La Roche-Sur-Yon, France",46.67022,-1.4361
"23 Rue De La Citadelle, 85150 Saint-Georges-De-Pointindoux, France",46.81294,-1.5479
"21 Rue Du Président De Gaulle, 85000 La Roche-Sur-Yon, France",46.66798,-1.4288
"252 Rue Roger Salengro, 85000 La Roche-Sur-Yon, France",46.66342,-1.438
"28 Rue Raymond Poincaré, 85000 La Roche-Sur-Yon, France",46.66478,-1.431
"33 Rue Du Président De Gaulle, 85000 La Roche-Sur-Yon, France",46.66902,-1.432
"Place De La Mutualité, 85000 La Roche-Sur-Yon, France",46.67054,-1.433
"32 Rue Du Vieux Bourg, 85170 Dompierre-Sur-Yon, France",46.81782,-1.5483
"107 Rue Du Président De Gaulle, 85000 La Roche-Sur-Yon, France",46.66278,-1.4339
"25 Rue Du Général De Gaulle, 85140 Essarts-En-Bocage, France",46.81494,-1.5457
"161 Rue De La Gillonnière, 85000 Mouilleron-Le-Captif, France",46.66838,-1.4285
"9 Cr Du Général De Gaulle, 33340 Lesparre-Médoc, France",44.7825,-0.6507
"12 Pl. Du Maréchal Foch, 33340 Lesparre-Médoc, France",44.78082,-0.6464
"2 Rue Jean Jacques Rousseau, 33340 Lesparre-Médoc, France",44.78242,-0.6494
"5 Cr Du Général De Gaulle, 33340 Lesparre-Médoc, France",44.77874,-0.6506
"21 Crs Du Gal De Gaulle, 21 Cr Du Général De Gaulle 1Er Étage, 33340 Lesparre-Médoc, France",44.78626,-0.6437
"Rue Du Four À Pain, 33340 Civrac-En-Médoc, France",44.78098,-0.6486
"8 Rue Jean Jaurès, 33250 Pauillac, France",44.88178,-1.1809
"4 Cr Georges Mandel, 33590 Saint-Vivien-De-Médoc, France",44.7908,-0.2977
"34 Av. De L'Océan, 33930 Vendays-Montalivet, France",44.70752,-0.6721
"1 Rue Du Rivallet, 17120 Mortagne-Sur-Gironde, France",45.79968,-1.0531
"19 Cr De La République, 33390 Blaye, France",44.78594,-0.6428
"3 Rue De Naujac, 33930 Vendays-Montalivet, France",44.71232,-0.6727
"33390 Blaye, France",44.78018,-0.6462
"37 Rue Roger Salengro, 40110 Morcenx-La-Nouvelle, France",44.01994,-0.7775
"Pl. Jean Moulin, 40110 Morcenx-La-Nouvelle, France",44.02378,-0.7751
"94 Av. Gaston Nelson, 40110 Morcenx-La-Nouvelle, France",44.01698,-0.775
"15 Pl. Aristide Briand, 40110 Morcenx-La-Nouvelle, France",44.0209,-0.7769
"167 Av. Frédéric Bastiat, 40370 Rion-Des-Landes, France",43.99836,-0.7725
"107 Pl. Gambetta, 40400 Tartas, France",43.95462,-0.7828
"3 Pl. Aristide Briand, 40400 Tartas, France",43.95446,-0.7888
"32 Pl. Des Martyrs De L'Occupation, 16700 Ruffec, France",45.68018,0.0983
"36 Chem. Des Meuniers, 16700 Ruffec, France",45.68282,0.1006
"30 Rue Jean Jaurès, 16700 Ruffec, France",45.68106,0.0987
"31 Pl. Des Martyrs De L'Occupation, 16700 Ruffec, France",45.68186,0.097
"3 Rue Louis Xiii, 86400 Civray, France",,
"27 Rue De Melle, 79120 Lezay, France",,
"13 Pl. Du Marché, 79500 Melle, France",,
"1 Rue Du Puits De L'Appent, 16560 Coulgens, France",45.49928,0.5131
"11 Rue Emile Roux, 16500 Confolens, France",45.69784,0.4128
"36 Rue Principale, 16330 La Boixe, France",45.51718,-0.2297
"20 Rue Du Maquis Foch, 16500 Confolens, France",45.69664,0.4213
"4 Rue Du Maquis Foch, 16500 Confolens, France",45.69944,0.4157
"3 Pl. De La Liberté, 16500 Confolens, France",45.7016,0.4155
"6 Rue Du Maquis Foch, 16500 Confolens, France",45.69672,0.4211
"10 Pl. Guy Môquet, 87200 Saint-Junien, France",45.86358,0.8784
"29 Rue Du Dr Charles Poitevin, 87600 Rochechouart, France",45.83452,1.1405
"8 Pl. D'Armes, 86150 L'Isle-Jourdain, France",,
"29 Rue De La République, 85200 Fontenay-Le-Comte, France",46.91366,-1.6491
"49 Rue De La République, 85200 Fontenay-Le-Comte, France",46.91502,-1.6508
"3 Rue Des Drapiers, 85200 Fontenay-Le-Comte, France",46.91918,-1.6463
"Rue Du Porteau, 85200 Fontenay-Le-Comte, France",46.91286,-1.6523
"11 Bis Rue Georges Clemenceau, 85200 Fontenay-Le-Comte, France",46.91542,-1.6484
"85200 Fontenay-Le-Comte, France",46.91526,-1.6532
"94 Av. Du Président François Mitterrand, 85200 Fontenay-Le-Comte, France",46.91438,-1.652
"60 Rue De La République, 85200 Fontenay-Le-Comte, France",46.91846,-1.6485
"11 Rue De La République, 85200 Fontenay-Le-Comte, France",46.91534,-1.6547
"8 Pl. De La Gare Routière, 85210 Saint-Jean-D'Hermine, France",46.91518,-1.6512
"42 Rue Du Gué Migné, 85200 Fontenay-Le-Comte, France",46.91958,-1.6508
"2 Rue Du Général Malet, 85200 Fontenay-Le-Comte, France",46.91662,-1.6472
"49 Rte De Niort, 85490 Benet, France",46.61734,-1.5124
"21 Pl. Saint-Jean, 85410 La Caillère-Saint-Hilaire, France",46.61798,-1.5164
"45 Av. Du Gén De Gaulle, 17230 Marans, France",45.84792,-0.9464
"239 Rte Touristique, 85200 Mervent, France",46.92038,-1.6509
"Rue Georges Clemenceau, 85770 Vix, France",46.76888,-1.487
"8 Bis Rue De Daugère, 33520 Bruges, France",44.75352,-0.2798
"19 Rue Des Mésanges, 33290 Blanquefort, France",44.92952,-0.5453
"34 Cr Portal, 33000 Bordeaux, France",44.84084,-0.5745
"31-33 Rue De Vaure, 31250 Revel, France",43.56134,1.4493
"44 Rue De Vaure, 31250 Revel, France",43.55726,1.4532
"2 Bd De La République, 31250 Revel, France",43.55974,1.4522
"Po, 1 Gal Du Midi, 31250 Revel, France",43.55878,1.4547
"41 Av. De Castelnaudary, 31250 Revel, France",43.56382,1.4583
"14 Bd Carnot, 31250 Revel, France",43.5615,1.4574
"6 Grand Rue, 81580 Soual, France",43.73098,2.2499
"5 Rte De Revel, 81700 Puylaurens, France",43.88658,1.8187
"Rte De Revel, 31250 Revel, France",43.5575,1.4555
"15 Av. De Saint-Ferréol, 31250 Revel, France",43.5615,1.4552
"19 Bd Denfert Rochereau, 31250 Revel, France",43.5635,1.4507
"18 Bd De La République, 31250 Revel, France",43.55902,1.4553
"3 Gal Du Levant, 31250 Revel, France",43.5567,1.4539
"15 Bd Maréchal Foch, 81100 Castres, France",43.85208,2.2296
"11400 Castelnaudary, France",43.31686,1.9533
"4 Allée Notre Dame, 81540 Sorèze, France",43.7309,2.2509
"Place De République, 2 Rue Jean-Baptiste De Maille, 11400 Castelnaudary, France",43.32054,1.9476
"64 Bd Pierre Mendès France, 81100 Castres, France",43.8504,2.236
"30 Rue Jules Ferry, 33230 Coutras, France",44.82084,-0.4598
"31 Pl. Ernest Barraud, 33230 Coutras, France",44.817,-0.4558
"7 Rue Valmy, 33230 Coutras, France",44.81956,-0.4608
"269 Rue Pierre Brossolette, 33230 Coutras, France",44.81796,-0.4556
"33230 Coutras, France",44.82252,-0.4528
"Lieu Dit, 33230 Lagorce, France",44.8218,-0.4535
"Les Grands Rois, 33230 Coutras, France",44.8178,-0.459
